rating,review
3,"I enjoyed my dining experience here. The salt and pepper chicken wings were excellent! They brine them in vinegar and garlic for a few days, then deep fry them and season them with salt and pepper. It was simple and delicious!! I'll definitely be back for them.  We also had an order of Greek fries, which are potato wedges seasoned with oregano. They were also good.  They weren't exceptional (like the chicken wings), but they were tasty and a good accompaniment to the wings. One member of our party ordered the nachos, which were average. I wouldn't recommend them.  

We sat outside on the patio, which was very pleasant. There are a bunch of bars/restaurants on this little strip and it's a bit secluded. So, it felt like we were in a small neighborhood, not in the middle of uptown.  I definitely recommend sitting on the patio if the weather permits. The inside seemed a bit dated and stuffy. 

Our waitress was very friendly and she knew the menu well (which I always appreciate). We went on a Wednesday, so the wine was half-off! The selection is limited, but I enjoyed the discount.  

I definitely recommend this place. The chicken wings alone are worth the trip.  The restaurant is also located across from the new baseball stadium for the Charlotte Knights. Stop by before or after a game!"
3,"My family and I frequent this establishment often. We never have a problem when we dine in, the waitresses are very nice I wish I could remember their names...there's a older lady with long blonde hair she mainly works over by the restrooms and their a younger lady with dark hair that's always in a bun on top of her head. They are your best waitresses. Now we never or dered take out. So we decided to try take out on a Sunday. December 18th to be exact. We ordered some food for about 4 to 5 people. My son came to retrieve our food and after waiting 30 mins they told him they gave away his food to another take out order. He had to wait again for the order to be cooked. Which took 20 mins he finally got the food took it home and the order was not exactly what we ordered. Which means we had to return with some of the orders to show them the mistakes. We finally got another order of food which was waiting at the front because the waitress put in another order. Which we took home as well.....we will only dine for now on...."
3,"For a ""fast food BBQ joint"" I really thought this was pretty good.  They give you A LOT of food for your money too.  The brisket was dry but the pulled pork was really juicy and full of flavor.  Everyone in my group liked what they had, no complaints.  I'd go back given the chance."
3,"trader joe's is pretty good for basics.  however, i've purchased some things there -- bread and yogurt -- that within a couple of days were covered in mold. and twice, i bought fruit yogurt that didn't actually have any fruit in it. (it was just plain white yogurt.)

the upside is that they seem willing to refund for bad products. the downside is the hassle involved in finding mold on your food two days after you buy it and having to go back to the store."
3,"Went with my friend as he said he wanted pasta, and we were in the area. Upon entering, I really enjoyed the decor and ambiance. With a rustic, Tuscan villa look, it gave a wonderful, Italian feel!

One of the best parts of Italian restaurants are the bread they give you. The crust was crispy and the insides were soft, but the bread itself was a bit cold. Always better to get your bread freshly out of the oven, but a good pairing with the olive oil and vinegar.

The pasta options were very diverse, but one the slightly pricier side. With $15.00 being the lowest ticketed pasta, it was pretty good. I got the Avellino and my friend got the Penza. Quite the contrast between the two, but both had their own delights. The Avellino was light and flavourful without being too oily, since it was with an extra virgin olive oil and garlic sauce. With beautiful prosciutto and spinach, it paired well with the al dente fettucini.
The Penza was nicely creamy without being heavy. The pancetta created a nice contrast in texture to the rigatoni that was cooked perfectly. 

Service was quite good overall, as we got a second round of bread for our table and constant topping of water without having to ask. Could have given us more olive oil and vinegar for the bread, but our pastas had come so it wasn't a big deal. 

Overall a nice experience. Would love to sit on the patio if I ever come again, but with pastas slightly pricier than I usually have, I probably won't plan a visit back here. May just stumble in like this visit!"
3,"Shopping here makes me long for my Trader Joes back in Tucson at River and Campbell. There are four in Tucson and only one had killer produce. I don't have another choice here, and so I go. Too often though I'm met with wilted greens and beans that have seen better days. It's not a ""past its prime"" sort of thing... it's a ""the produce just isn't as good as I'd like"" sort of thing. I dig the layout, there is an abundance of staff, but if I'm being completely honest, nobody says hello, asks if you need help finding anything or is quick to make a tasty suggestion... the reasons I don't mind spending $5 on a bag of salad. I'll still go because there are things I can't get anywhere else (love the laundry detergent and price of organic taters) but it'll never be a place I do all my shopping unless the greens get better."
3,"It is only fair to update.  Post last review, a woman by the name Linda called me the following day about my experience, I have to say this did really impress me and she obviously cares about her job and the salon.  Linda offered me the services again I accepted the facial, I didn't feel it was necessary to comp me the entire day.  

Linda selected my facial artist Lucy who I have to say was amazing and was probably one of the better facials I have received.  1 hour felt like an hour and half and she did a really nice job and made it all about me and relaxing.  

I am really impressed with management reaching out and giving me a better experience.  I will probably go back to Lucy because the facial was wonderful.  I still think that the spa lacks certain amenities like steam and sauna.  With that being said I am going to increase my rating of Red Door and recommend Lucy."
3,"OK, so I'm not a big fan of chains but my hubby and my bff's hubby love it here so we recently did a couple's night and I realized I had not written a review. I think The Keg or Flemings nearby do a way better steak but of course Outback is a lot cheaper. I will say that I'm happy they have some fish options, especially ones that are grilled without a lot of fattening sauces. That plus the asparagus makes for a yummy and healthy meal. I do wish they had a better wine list, though."
3,"This place is pretty good as a step up from dingy bar atmosphere and fried food, but it's nothing out of the ordinary and much like an Applebee's, TGIFridays, or Chili's. 

I've been a few times. They always have certain beers on draft for a decent price. The most recent time, we shared the nachos with chili with a few friends and I've gotta say, they were good. Huge pile and great for 4 people to share. I ordered the Moose salad with grilled chicken and balsamic. Again, huge salad so I poured dressing on half and ate half. It came with pita bread like Rocknes salads do, but mine was on the stale side. I will say, I think the croutons were homemade and they were good. 

Basically, this is the kind of place you stop when you've been out and about running errands and realize you're starving. The selection and quality of food is pretty average, as is the atmosphere."
3,"The food here is pretty good, and we keep coming back for that. Price is ok. However, service here is weird. There are different people working there every time I go in. And 3 out of 5 times, they'll get the order wrong - especially if you go through the drive-thru. Don't ever leave here without checking your order! Seriously ... they get it wrong all the time. They've got free ice cream which is cool if you dine-in. My 9yo son doesn't think they care about their customers, lol. Sometimes, the restaurant doesn't seem well cared for."
3,"A perfectly serviceable steakhouse; nothing to recommend it over other steakhouses (both food- and ambiance-wise)... but if you're in the area and want steak, this will do! Reasonably reasonable prices ($35 for petite filet, $20 for chicken) and bland-swanky decor...sort of like a Marie Callender's of steakhouses, for boring married couples or retirees on budgets who never go out to a steakhouse. If you rarely go out, you'll dig it...otherwise, it's pretty solidly Meh. In fact, I would have given it two stars...except it gets an extra star for its blessed un-pretentiousness (no stupid all-caps name, no deconstructed or fusion dishes, and no douchebaggy club music playing)."
3,With a name like Chef Ben I was kind of apprehensive to try the sushi but I was actually pleasantly surprised. I ordered a miso soup and the red tiger roll during happy hour (3-9pm) and it was very reasonably priced. The staff was attentive and I would definitely eat here again.
3,"This is your average casual food establishment. We were greeted by some nice hostesses and quickly taken to our table. The table was a bit dirty with trash around the floor but we still sat down. We started with the spinach dip, which was pretty good. However, my kids order the chicken tenders and they were greasy and the chicken was tough....ugh! My husband and I ordered the Philly cheesesteak and the smokehouse burger. Those meals were delicious! We will go back on a drunken night but we won't be regulars!!!!!"
3,"Came here around lunch time on a Friday. Wasn't too busy. You can see yourself if you desire to. There is only one waitress working the tables. Service was pretty quick no issues there.

Location is close to Midwestern University. In a Plaza. Parking is easy due to parking lot. Inside is clean. Restroom was okay as well.

Price:
Price for most of the pho, were around $9 -$11 range, which is okay if you get the right amount for the price you're paying. Definitely not on the cheaper side.

Food:
I got these pho Tai with out tendon. Number 16.

Check photo for visualization.
So, quantity of the noodle is little. Quantity of the beef is even less. There was maybe six slices of beef. The amount of noodle is definitely on the Lesser side compared to other places. The broth was okay, it wasn't too greasy, but nothing spectacular.
The side plate with the bean sprouts in the men in the jalapeno, is like all the other places. No issues there.

Overall, for the price you're paying, I was expecting to have more quantity in terms of the noodle and the beef. However that wasn't the case here. But I may need to compare this place to other pho places in Arizona. Because I'm basing my comparison with California and Texas.

If this is the only pho place in this area, you could come check it out. However if you're really hungry, you probably won't get full.

The service was good though.
And they just open recently I believe."
3,"Initial impression was awful. As we parked we saw the manager or host (guy in a red shirt)outside talking to what appeared to be a friend of his. Went inside and were  not greeted until about fifteen minutes later when the waitress greeted and sat us. From there it was great. Service was fast and extremely friendly, and food was great."
3,"I come to Madison every year for the half marathon and it is close to my hotel. They have gluten free stuff and plenty of tj brand stuff which is great. staff are OK, always seem very busy, wish they would slow down a little."
3,"It's good - the food is especially good, and reasonably priced.  If I have an issue, it's with the service - inconsistent and hard to predict.   Appetizers and food come out at the same time, so you end up with a table full of food that you have to race to eat before it gets cold.

The food is actually good enough that I put up with the service - so, it's definitely a keeper, just don't be surprised when things go a bit off the rails..."
3,"-There is no ventilation in this place so you gonna walk out smelling like korean food. 
-Bad service but that's to be expected anyways. 
-Food is decent for a 24 hours joint. 

My fav dishes were the bulgogi stew and the short ribs. Incredibly flavorful stew and the short ribs were perfectly medium rare. 

Pass the kimchi stew, bland and kimchi was not sour enough."
3,"The food is pretty good but staff is totally clueless I asked if they were St. Louis or baby backs and the chef didn't even know what kind of ribs they sell he could only tell me they were pork ribs.
Train your staff dickies......"
3,"The place was pretty good and very well-priced ($9.99 for an all you can eat lunch). 
The pork was my favorite of the meats.

The main negative thing that I really have to say about this place is that the waiter consistently took a long time to bring out more food. I mean I know it's a business strategy, so that the food could settle and digest, and they can save more meat, but this place was a little over the top. 
Like 10 minutes for another order of pork and a refill. 

Another thing was that when I paid him the money, I have him $30 for a $24 meal (the six dollars was tip), but he never bothered to ask if it was tip, and he just disappeared into the back with the $6 for like 15 minutes, until we left, pretty unprofessional. 

but food-wise, this is a decent Korean BBQ place, and definitely good for the price."
3,"It was ono grindz. It did broke da mouth.  This my experience from less than an hour ago.

I drag along 3 of my coworkers and we come here to try the place out.  I see lunch specials at the front door and get excited.  Here we go!

We sit down at a booth, the lady there is very nice and friendly.  We get waters all around.  A few minutes later we order.

Friend 1: ""Da Surf Rider"" with Fried Noodles.
Friend 2: ""Da Surf Rider"" with Steamed Rice.
Friend 3: ""Kauai boy Breakfast"" with scrambled eggs and potatoes.
My Order: Teriyaki Chicken with White Rice, 1 Spam Musubi and 1 Malasada.

Food come out shortly later.  In the meantime I notice the place is nice and clean with ample seating.  The lady checks on us multiple times and gives good service.  That is awesome.  The moment of truth comes when our food does and we begin to eat.  

For my personal experience, with my Teriyaki Chicken, it was a nice sizable portion.  It came out nice and hot and was very flavorful.   
- The chicken tasted good.  Was this chicken sitting in the teriyaki marinade?   It is probably just me though.  It isn't settling well with me.  Maybe I am spoiled with the chicken breast choices from other places around town.  It definitely isn't chicken breasts, I'll give them that. 
- The steamed rice was perfect.  They gave me two scoops.  They are from Hawaii, they should know how to cook it. :)   I, again, wish they had a brown rice alternative.
- The macaroni salad was OK.  The macaroni was a smaller and thicker than what I am used to but it was just me again as I would have preferred a healthier choice like a green salad instead.

The malasada was just OK.  It was a little to hard on the outside, but when I bit into it was nice and soft.  It tasted good.  But, I hit an actual cold spot in the middle of it.  :(

The spam musubi was good.  One side seemed to be a little watery from sitting in its on steam.  Happens.

My friends loved ""Da Surf Rider""  It looked delicious.  My other friend liked the Kauai Boy Breakfast.  He commented on how he didn't need ketchup to finish it.

In the end when we were ready to pay, we were a little confused with the prices of the food.  I thought I was going to get the lunch special price.  But then, when other people came in and started ordering I heard that the lunch special price got half portions.  I wish I would've known sooner.  I happily paid full price because for what I got, it was a fair deal.

I will give them a try again soon.  I see ""Da Surf Rider"" in my future at least. :)   I also need to give their loco moco a whirl.

Awesome people, great service.  Probably just me because I wanted more healthy choices, but otherwise GOOD food.

I really wanted to love this place and give them five stars.  Really.  But, I have to be honest in my reviews."
3,"24/7 blessssss these places because man I love me some Korean food! So this place is quite packed whenever I go so be warn! The food here is quite good! I had the pork cutlet and it is a fairly decent size compared to other Korean places! They have a seating area with no chairs so you take your shoes off and sit. Another area is with chairs, which is much better in my opinion (since I have big thighs). 

It does seem a bit small hence it can be quite packed at times. There is another 24/7 Korean place nearby but I think this one is much better then that one. The side dishes are similar to most Korean restaurants. They didn't bring us any tea or cups or any sort. Even when they gave us chopsticks and spoons there wasn't any napkins and anything said from the waiter. He just dropped it down and went back to the middle and just watched people. 

Will probably come back here again. Hoping for better service!"
3,"The food at this location is almost identical to the one at Yonge/Eglinton except that the service here isn't as warm as I remembered. 

We ordered the Parma Foccacia as the starter, and heed my warning - don't overstuff yourself with the rock-hard complimentary bread they give you, save room for the foccacia, it's super fluffy and I would probably eat one whole as an entree.. 

I always order the Seafood Linguine special ($28) - it's one of the most priciest pastas on their menu but so worth it. The portions are so enormous (more so at Yonge/Eglinton) I have to pack half up for lunch the next day. This dish is loaded with mussels, decent sized shrimp, fish and cuttlefish. You certainly get the bang for the buck! 

This Vaughan location isn't as packed as the midtown location, and it has plenty of parking available! I'm not too picky about the poor service here because of this convenience factor - at least the food is just as good!"
3,"It was certainly about time that Madison got a Trader Joe's and it has become a staple of my grocery shopping.  I can only give it three stars, though, because it's only possible to go there for only very specific reasons.  My biggest complaint: 

EVERY PIECE OF PRODUCE IS WRAPPED IN PLASTIC.  Thank you very much, but I am perfectly capable of cutting my own broccoli.  And I actually don't mind if my asparagus is exposed to the air, it doesn't need to be in packaging.  And don't worry about it- if I want a green pepper, red pepper, and yellow pepper, I can find all three separately, they don't need to be wrapped together. 

Other than that, I have just realized that you can't go to Trader Joe's with your usual shopping list- you have to go there with a specific Trader Joe's shopping list.  They have some great simmer sauces and frozen dinner items (mmmm.....gorgonzola gnocci), but if you want staple cereals, crackers, or boxed items, you'll probably have to make a separate trip to a different place. 

But that's what Trader Joe's is for, I guess.  Stock up on the cheap, but delicious, Charles Shaw wine and grab a few things to compliment your cheaper and more environmentally-friendly shopping at other stores and you will be content."
3,"First time being here in nearly 10 years. Denny's is dependable American fare at reasonable prices. Met family here for a quick breakfast. 
We had the Supreme Skillet with jalapeños and scrambled eggs, supreme omelette with jalapeños, and two grand slams. 
Food was served hot and quick.  However, I remembered why I don't visit  often. Loud children and half-assed service. We fed four people a hearty breakfast with tip for $55. 
I prefer Black Bear Diner though."
3,"I am not really a huge fan of trader joe's. It has got some nice food and some interesting options, but it seems a little superfluous in terms of ""gourmet,"" ""fresh,"" and ""organic."" I like a lot of the food, but there are a lot of options also that just don't live up to the expectations. If you are going to be cooking for yourself, you don't need to come to trader joes. If you want to switch it up a little bit, than yeah, trader joes is a good place to browse."
3,"First day of spring! We were in downtown toronto and we decided to go to korean grill...So I am back to my favourite korean restaurant and I forever love the bbq!!! Unfortunately,  service here is slow and not that good compared to the other branches.."
3,"The restaurant on Queen Street was closed due to exhaust fan issues so we hiked over here.  The service was pleasant for the most part from all other helpers except one insolent server who took our order.  As far as the food, the wonderfully marinated single orders of lamb and higher quality steaks were amazing and what earn every star.  The vegetables were indeed weak, deep fried garlic was a tough disappointment and for the rest you get some tiny rings of green peppers and like one cut of onion.  Not worth 3 x the required every party.  The rules were overbearing.  We all ordered plenty of food with 2 single orders of meats and veggies and drinks, but ""no sharing.""  Seriously, I spent forty dollars, let me try a shrimp without fear of reproach.  Also, if one person orders all you can eat, all have to for they fear your tablemates would mooch off yours.  This may stop me bringing a group as I'd prefer better steak cuts and there's no way I would be able to upgrade this."
3,"Love the area this restaurant is located.  Unfortunately we didn't get to spend much time, but will definitely plan to do so when I return to the city. This restaurant was okay.  The food was pretty good. We sat outside amongst smokers...unfortunately.  The inside appeared small and extremely casual.  The waitress was very friendly and helpful with providing the popular and her fave dish on the menu. I ordered the gyro and ate it all! The fries were pretty good too.  They say they have the best burger... I will have to put that to the test next time."
3,"Nice sports bar and great wait staff.  Food is very good.  The steak sandwich is a great cut of meat.  The grilled wings are also fantastic.  I especially like the fact they have free Wi-Fi.  

What is disheartening is the smoke.  Like most of NC eating establishments the bar area is filled with smokers.  The air handles do a decent job, but your clothes still smell in the suitcase when you get home.  Also, the liquor is a bit pricey so if you can bribe the bartender you get a better deal.  

The wait staff is friendly and attentive.  But don't expect to eat on the cheap.  Choose carefully and you will do fine.  I will give it 4 stars when they make it smoke free."
3,"Went on the Sunday before Memorial Day, the only race in NASCAR was on at about 8:15. Had 2 beers. Asked for a food menu and we were told the kitchen was closed at 9:00. I could understand that on a regular Sunday but before a holiday was disappointing especially since the burger that the girl received looked delicious."
3,"I had a gift card from my birthday for Outback, Roy's and Carrabas and my wife had fond memories of the Salmon dinner she had at Outback in Tucson a few years ago.  The greetings upon arrival and seating process was very nice.  We ordered the salmon which came with mixed vegetables, and baby back ribs which came with french fries.  The vegetables consisted of broccoli, squash, cauliflower and carrots.  We told the waitress that we didn't like carrots and she said she would ask them if they could be removed, and they were.  Unfortunately the veggies were overcooked, almost tasteless and without seasoning, as well as a skimpy portion.  The salmon was cooked perfectly and reasonably portioned, and had a nice flavor.  The ribs were tender and fairly flavorful, with scant BBQ sauce and I had to request some sauce on the side.  The fries were excellent, seasoned well, crisp outside, tender inside, the best thing served to us that meal!  A small warm mini loaf of dark bread was OK, but wasn't good enough to tempt us to ask for more.  We skipped the dessert.  All in all an average meal and at almost $30 was acceptable but certainly not memorable."
3,"It was really good, but they should reevaluate their pricing.  You can get the same mixed bbq plate down the street at L & for about $4 less..."
3,I was there on a Friday night a couple weeks ago and ordered the fresh tuna appetizer. ..my guest order the same with  a side of broccoli and his portion was smaller... my tuna was extremely and I asked if that was the norm ... the waitress immediately asked if I wanted to have them prepared again after we noticed my guest portion was not as salty... it was prepared again and came back okay!  I wasn't overly impressed and although I just recently moved to the area... I won't be in a hurry to return.  I remember frequenting the restaurant about 10 years ago at the same location ...but recall it being more inviting of an atmosphere and the food being superior... it feels like a different place now. ..What happened?
3,"I treated my mom to a very enjoyable facial at Red Door Spa today... it was for her birthday, but of course I treated myself to a facial as well!  

I chose Red Door Spa because I remembered hearing good things about it from a friend, and also because of their convenient Biltmore Shopping Park location.  We were able to have lunch and do a little shopping together prior to our facials, so that worked out really well.

We both enjoyed our ""EA Essential Facials.""  My esthetician was Christine and my mom's was Alina.  They both seemed knowledgeable and professional and had a fair amount of experience.  As with most facials, they also recommended some products for us, and we did end up making a few purchases as well.

It's worth noting that I made our appointments last week and we did not get confirmation phone calls.  We also were not told exactly where they were located and hence wandered up via a back entrance, which was very shady.  If you're reading this, note that you'll want to enter via the Royal Coffee - next door to The Capital Grill, and then head upstairs via the stairs or elevator from there.  I shared this feedback with one of the staff members working at the front desk, but she didn't seem to be interested.

So, while the facials themselves were fine, the overall experience was dampened a bit due to the fact that the ladies working up front were not the friendliest or interested in my feedback.  It's also just as pricey as the local resort spas but the facility does not compare.  If you're looking for a full spa experience, I'd head elsewhere, but if you are just about a service or two and the Biltmore is convenient for you, this may be your spot... pamper it up!"
3,"Fantastic venue, great food and location. Service was amazing for how busy it was on game night and we will absolutely return for another visit."
3,"I wish I had an option for 2.75 stars because I do love this place but not sure it gets the 3 stars.....The specials are always 'just fine' such as beef tips and rice.  The gyro is fine, nothing to write home about.  I always get the club sandwich when I go here and never can finish it (it comes with a ton of fries to share...)  The prices are very reasonable and the staff is super fast and efficient.  

I guess what bugs me about this place is the consistency of the quality....leaves something to be desired at times.  Such as weird brown lettuce on the taco salad, overcooked meat on the gyro....it is almost as if the menu is too big and they should cut back and improve the quality of several best-selling items.

Overall I would say A-OK!"
3,"Enjoyed their bacon burger lunch special but not so special price. It was good to be expected, nothing special though. I would have liked to have more french fries portion but it was adequate."
3,"I used to really like korean grill house. now with my new resolution of not doing so much all-you-can-eat anymore, this place lost its appeal. good food still."
3,My wife and I really like this place and their 20 dollar special. The staff are really nice and friendly too. This place has average food at best... but its cheap enough to come back every now and then because of their  deals during dinner. We really like the sesame chicken. No major complaints... It worth a try if you want cheap sit down place on a tight budget.
3,"So The S family was in Vegas this weekend for a wedding, and I put in a call to my Las Vegas liaison, who recommended Waverly's for nice dining in NoLaVe (um, North Las Vegas, c'mon!).  
Tucked in the dimly-lit corner of the new-but-second-rate casino The Cannery, Waverly's serves up juicy steaks and other meats juicy, flavorful, and hot as hell just like they deserve.  The staff were so attentive that they were almost constantly apologetic.  This came in handy when due to a large party, our dinner was delayed at least 15 minutes.  Luckily we had the two dark, moist artisan breads toasted to perfection and doused with butter to whet our collective whistle while whaiting a WHile.  I had halibut-the best halibut I've ever tasted, and nibbled on the S's veal (tender and covered in yum) and prime rib (almost quiveringly rare but delish).  
Good wine list, tasty side dishes, and good atmosphere compliment the mighty meats.  Prices are appropriately high.  
Check it out if you need steak and you're in NoLaVe."
3,"Good Korean grill near Eaton Centre. The marinate is good. We got beef, ox liver, salmon, fish fillet, chicken, pork, pork belly. The fish fillet was bland and liver was meh. Salmon and chicken was really flavourable. Such a fun place to eat at for a date or group of friends. Even alone. No judgments here. 
The staff is attentive, nice and considerate. Bigger groups will most likely be seated on the second floor which is way bigger.
Caution: will smell like BBQ grill after."
3,"Nice place , I like the menu.  Cucumber rolls are my favourite. Service can be slow though, specially when there are a lot of people.  One time I went there Iand after being done, I discovered that I forgot my wallet.. They were very nice and  although I offered to go home and bring the money, they saiid do nt worry it is on us..I came back the next day and paid. The manager  and the waitresses are very nice."
3,"This is a good place. Unlimited meat grill. Cheaper cuts of meat, but they aren't complaining if you don't eat or grill the fattier pieces. The side dishes are fantastic. The bean sprouts are the best. Huge wait for dinner on a weekend. So big in fact it isn't worth it. But late night dinner (after 10pm) has a reduced price, so check that out!!!"
3,"I was really hoping is finally found good bbq relatively close to me. 

While not completely disappointed, I'm not totally thrilled with this place either. 

Walking in, I had hope. The place smells like a genuine pit bbq joint. But that's about it. 

The brisket sandwich I had was good, and the meat tender, but there just wasn't much flavor. I do like a smoky brisket.  moving on..

There are three types of bbq sauce here. ""Original"" ""sweet"" and ""spicy"". I didn't try the sweet. Unfortunately, I mixed up the cups of original and spicy so I didn't know which was which. And I never found out either. Both had the same bland store bought taste. 

Bummer. 

I had a side of ""creamy cole slaw"" which was fairly decent. I'd prefer a little more kick but it was ok. 

The last thing I had was the house made ""sweet tea"". Unfortunately, it tasted very watered down. 

On a better note, the atmosphere is nice, the place was fairly clean and the service was pretty good. 

I do wish the portion sizes were a little
Bigger. 

That's why this place earns a solid 3 stars from me."
3,"If I cant think of a better spot, I go here.  The food is decent... not French, not Cajun/Creole, but there is decent variety (as long as you aren't a vegetarian.... though the Portabella Pita is quite good...)  It's not a bad place, there are just better spots downtown.  It just seems like the ownership is going with the flow instead of making the bar a better place than it currently is.

It is NOT a place I would go to unless I was on a quick one-hour lunch from work.  They don't have draft beers worth mentioning."
3,"Went here last night for a nice dinner with the man & it wasn't to good. We were seated right away which was nice. For an appetizer we ordered the blooming onion & it was good other than the fact that it was drenched in oil & grease. My boyfriend got the Caesar salad with broccoli and the 6 ounce steak and the salad had way to much dressing & we got two small broccoli and the steak was cooked really good. I got the chicken tender platter and it was good other than the fact that they had forgotten to give me any sauces with it, so I had to wait to wave someone down. We waited about a year and a half to come back from getting food poisoning last time & it'll unfortunately be the same wait again just cause we didn't feel it was worth the time anymore."
3,It was my first time there and the atmosphere was really nice. The food was good and I was surprised at the selection because all I had heard about was their wings.
3,"Trader Joe's is my steady dealer that gives me a straight shot of Kashi when I need it most.  So, how is it that Kashi costs 33 cents more in Madison, Wisconsin than it does in San Francisco, California?  Bah-humbug.

Overall, this t-joes is like most other t-joes.  Quality stuff at ok-prices if you have trial-and-error patience ... though you'll be lucky if its still in product-rotation the next time you return.  

Yes-yes's include pizza dough, greek yogurt, walnuts, dried montmorency cherries, unsulfured-oh-ya apricots, hummus, valrhona chocolate, frozen green beans, moochi ice cream, stone ground crackers, bubbily waters, and macaroons.  

No-no's include produce, OJ, chips, TJ brand chocolates, cheeses, wine, most of their overpriced frozen dinners."
3,"That's good and cheap. But I'm not really fan of it. The meat is really thin. 
The good point is all the vegetables served with the meat and fish. I liked it :) 
The place and the staff are really good."
